120022,120022,0
120022,120014,8
120013,120013,0
120006,120006,0
120007,119573,434
119901,119901,0
120009,120009,0
119906,119906,0
120002,120002,0
120006,120006,0
120008,120008,0
120006,120006,0
119931,119392,539
120012,120012,0
120009,120008,1
120017,120017,0
120018,120018,0
120012,118863,1149
120012,120012,0
120021,119998,23
119920,119388,532
120015,120014,1
120012,120012,0
119911,119911,0
120011,120009,2
119898,119898,0
120021,120002,19
120014,120014,0
120014,118947,1067
120012,119474,538
119814,119814,0
120010,119474,536
120017,120017,0
120013,120013,0
120010,120010,0
119882,119881,1
120013,120012,1
120010,120009,1
120016,120016,0
120015,119491,524
120014,120014,0
120008,120008,0
120009,120009,0
120008,120008,0
120009,120009,0
119845,119845,0
120004,119484,520
120015,120003,12
120011,120011,0
120008,120008,0
119894,119894,0
120008,120007,1
119900,119373,527
120008,119998,10
120008,120008,0
120013,119491,522
120006,119470,536
120004,120004,0
120008,120008,0
107229,106540,689
120007,120006,1
120012,119477,535
119908,119908,0
120007,119471,536
120009,120009,0
120005,120005,0
120006,120006,0
120002,120002,0
120000,119998,2
120003,120003,0
120009,120009,0
119900,119900,0
119914,119912,2
120009,120009,0
120003,120003,0
120006,120002,4
120007,120003,4
120004,120002,2
120005,120003,2
120006,120006,0
120018,120014,4
119898,119891,7
120015,120007,8
120008,120006,2
102012,101973,39
120010,120007,3
119938,118919,1019
120008,120006,2
118957,118917,40
120024,119891,133
120000,119994,6
119998,119998,0
120008,120008,0
120003,120003,0
120006,120006,0
120007,119474,533
120006,119473,533
120006,120006,0
119884,119884,0
120004,120004,0
