399942,399920,22
400000,399949,51
400000,399860,140
400000,399819,181
400000,398838,1162
400000,399892,108
400000,399913,87
400000,399964,36
400000,399862,138
400000,399884,116
400000,399911,89
400000,399964,36
400000,399905,95
400000,399941,59
400000,399935,65
400000,399845,155
400000,399816,184
400000,399858,142
400000,399318,682
400000,399869,131
400000,399923,77
400000,399971,29
400000,399853,147
400000,398765,1235
400000,398850,1150
400000,399923,77
400000,399896,104
400000,399920,80
400000,399921,79
400000,399923,77
400000,399947,53
400000,399854,146
400000,398796,1204
400000,399857,143
400000,398854,1146
400000,399950,50
400000,399867,133
400000,398847,1153
400000,399962,38
400000,399931,69
400000,399960,40
400000,399933,67
400000,399988,12
400000,399958,42
400000,399902,98
400000,398826,1174
400000,398805,1195
400000,399920,80
400000,399913,87
400000,399937,63
400000,399674,326
400000,399970,30
400000,398874,1126
400000,399954,46
400000,399956,44
400000,398517,1483
400000,399982,18
400000,399983,17
400000,398851,1149
400000,399923,77
400000,399923,77
400000,399906,94
400000,399977,23
400000,399950,50
400000,399886,114
400000,399876,124
400000,399949,51
400000,399934,66
400000,398653,1347
400000,399968,32
400000,399894,106
400000,399932,68
400000,399899,101
400000,399918,82
400000,399975,25
400000,399978,22
400000,399959,41
400000,398892,1108
400000,399189,811
400000,399956,44
400000,399906,94
400000,399967,33
400000,399971,29
400000,399386,614
400000,399962,38
400000,399982,18
400000,399969,31
400000,399900,100
400000,399940,60
400000,398941,1059
400000,399681,319
400000,399841,159
400000,399903,97
396334,396285,49
400000,399419,581
400000,399480,520
400223,399799,424
400000,399936,64
400000,398024,1976
400000,399884,116
